STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT11,WT11_ATTRIBUTES
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-02-16,0.69,",,7,0730",7.4,",,7,0730",13,",,7,0730",17,",,7",10,",,7",11,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-02-17,0.01,",,7,0730",0.3,",,7,0730",12,",,7,0730",21,",,7",-10,",,7",-10,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-02-18,0,"T,,7,0730",0,"T,,7,0730",11,",,7,0730",22,",,7",-10,",,7",16,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-02-19,0.1,",,7,0730",2,",,7,0730",13,",,7,0730",28,",,7",14,",,7",14,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-02-20,0.01,",,7,0730",0.2,",,7,0730",12,",,7,0730",30,",,7",10,",,7",15,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-02-21,0,"T,,7,0730",0,"T,,7,0730",11,",,7,0730",32,",,7",-1,",,7",0,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-02-22,0.22,",,7,0730",2.1,",,7,0730",12,",,7,0730",36,",,7",0,",,7",35,",,7,0730",1,",,7",,,,,,,,,1,",,7"
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-02-23,0,"T,,7,0730",0.1,",,7,0730",11,",,7,0730",38,",,7",29,",,7",37,",,7,0730",,,,,,,,,,,1,",,7"
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-02-24,0,",,7,0730",0,",,7,0730",7,",,7,0730",49,",,7",32,",,7",35,",,7,0730",1,",,7",,,,,,,,,1,",,7"
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-02-25,0,",,7,0730",0,",,7,0730",4,",,7,0730",53,",,7",16,",,7",16,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-02-26,0,",,7,0730",0,",,7,0730",3,",,7,0730",42,",,7",13,",,7",14,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-02-27,0.1,",,7,0730",0,"T,,7,0730",2,",,7,0730",44,",,7",14,",,7",35,",,7,0730",1,",,7",,,,,,,1,",,7",,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-02-28,0,"T,,7,0730",0,",,7,0730",1,",,7,0730",51,",,7",29,",,7",35,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-03-01,0.05,",,7,0730",0,",,7,0730",0,"T,,7,0730",59,",,7",31,",,7",31,",,7,0730",,,,,,,,,,,1,",,7"
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-03-02,0,",,7,0730",0,",,7,0730",0,"T,,7,0730",38,",,7",11,",,7",12,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-03-03,0,",,7,0730",0,",,7,0730",0,"T,,7,0730",38,",,7",12,",,7",28,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-03-04,0,",,7,0730",0,",,7,0730",0,",,7,0730",56,",,7",28,",,7",29,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-03-05,0,"T,,7,0730",0,"T,,7,0730",0,",,7,0730",34,",,7",19,",,7",21,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-03-06,0,",,7,0730",0,",,7,0730",0,",,7,0730",42,",,7",21,",,7",23,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-03-07,0,"T,,7,0730",0,"T,,7,0730",0,",,7,0730",41,",,7",19,",,7",19,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-03-08,0,",,7,0730",0,",,7,0730",0,",,7,0730",43,",,7",19,",,7",30,",,7,0730",,,,,,,,,,,1,",,7"
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-03-09,0,",,7,0730",0,",,7,0730",0,",,7,0730",66,",,7",29,",,7",30,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-03-10,0,",,7,0730",0,",,7,0730",0,",,7,0730",60,",,7",29,",,7",45,",,7,0730",1,",,7",,,,,,,,,1,",,7"
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-03-11,0,",,7,0730",0,",,7,0730",0,",,7,0730",69,",,7",45,",,7",57,",,7,0730",,,,,,,,,,,1,",,7"
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-03-12,0,",,7,0730",0,",,7,0730",0,",,7,0730",70,",,7",34,",,7",36,",,7,0730",,,,,,,,,,,1,",,7"
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-03-13,0,",,7,0730",0,",,7,0730",0,",,7,0730",57,",,7",16,",,7",17,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-03-14,0,",,7,0730",0,",,7,0730",0,",,7,0730",54,",,7",17,",,7",36,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-03-15,0,",,7,0730",0,",,7,0730",0,",,7,0730",49,",,7",20,",,7",20,",,7,0730",,,,,1,",,7",,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-03-16,0.01,",,7,0730",0.1,",,7,0730",0,",,7,0730",38,",,7",20,",,7",32,",,7,0730",,,,,1,",,7",,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-03-17,0,",,7,0730",0,",,7,0730",0,",,7,0730",53,",,7",25,",,7",25,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-03-18,0,"T,,7,0730",0,",,7,0730",0,",,7,0730",61,",,7",25,",,7",37,",,7,0730",1,",,7",,,,,,,,,1,",,7"
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-03-19,0.03,",,7,0730",0,",,7,0730",0,",,7,0730",43,",,7",25,",,7",25,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-03-20,0,",,7,0730",0,",,7,0730",0,",,7,0730",49,",,7",17,",,7",17,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-03-21,0,",,7,0730",0,",,7,0730",0,",,7,0730",59,",,7",17,",,7",21,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-03-22,0,",,7,0730",0,",,7,0730",0,",,7,0730",66,",,7",21,",,7",28,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-03-23,0,",,7,0730",0,",,7,0730",0,",,7,0730",71,",,7",28,",,7",46,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-03-24,0.02,",,7,0730",0,",,7,0730",0,",,7,0730",71,",,7",46,",,7",54,",,7,0730",,,,,,,,,,,1,",,7"
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-03-25,0,",,7,0730",0,",,7,0730",0,",,7,0730",70,",,7",40,",,7",40,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-03-26,1.14,",,7,0730",0,",,7,0730",0,",,7,0730",65,",,7",38,",,7",38,",,7,0730",1,",,7",,,,,,,,,1,",,7"
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-03-27,0,",,7,0730",0,",,7,0730",0,",,7,0730",58,",,7",37,",,7",39,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-03-28,0.6,",,7,0730",0,",,7,0730",0,",,7,0730",59,",,7",39,",,7",48,",,7,0730",1,",,7",,,,,,,,,1,",,7"
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-03-29,0.05,",,7,0730",0,",,7,0730",0,",,7,0730",48,",,7",26,",,7",26,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-03-30,0,",,7,0730",0,",,7,0730",0,",,7,0730",52,",,7",26,",,7",40,",,7,0730",,,,,,,,,,,1,",,7"
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-03-31,0.11,",,7,0730",0,",,7,0730",0,",,7,0730",70,",,7",39,",,7",39,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-04-01,0,",,7,0730",0,",,7,0730",0,",,7,0730",49,",,7",24,",,7",25,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-04-02,0,"T,,7,0730",0,"T,,7,0730",0,",,7,0730",36,",,7",19,",,7",20,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-04-03,0,",,7,0730",0,",,7,0730",0,",,7,0730",47,",,7",20,",,7",31,",,7,0730",,,,,,,,,,,1,",,7"
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-04-04,0,",,7,0730",0,",,7,0730",0,",,7,0730",64,",,7",31,",,7",34,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-04-05,0,",,7,0730",0,",,7,0730",0,",,7,0730",69,",,7",34,",,7",42,",,7,0730",1,",,7",1,",,7",,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-04-06,0.29,",,7,0730",0,",,7,0730",0,",,7,0730",57,",,7",36,",,7",37,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-04-07,0,",,7,0730",0,",,7,0730",0,",,7,0730",79,",,7",37,",,7",50,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-04-08,0,"T,,7,0730",0,",,7,0730",0,",,7,0730",82,",,7",50,",,7",53,",,7,0730",1,",,7",1,",,7",,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-04-09,0.29,",,7,0730",0,",,7,0730",0,",,7,0730",76,",,7",53,",,7",53,",,7,0730",1,",,7",,,,,,,,,1,",,7"
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-04-10,0,",,7,0730",0,",,7,0730",0,",,7,0730",74,",,7",44,",,7",45,",,7,0730",1,",,7",,,,,,,,,1,",,7"
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-04-11,0.91,",,7,0730",0,",,7,0730",0,",,7,0730",73,",,7",45,",,7",51,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-04-12,0.47,",,7,0730",0,",,7,0730",0,",,7,0730",59,",,7",46,",,7",48,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-04-13,0.01,",,7,0730",0,",,7,0730",0,",,7,0730",63,",,7",36,",,7",36,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-04-14,0,",,7,0730",0,",,7,0730",0,",,7,0730",65,",,7",31,",,7",32,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-04-15,0,"T,,7,0730",0,"T,,7,0730",0,",,7,0730",56,",,7",32,",,7",36,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-04-16,0.08,",,7,0730",0,"T,,7,0730",0,",,7,0730",50,",,7",36,",,7",38,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-04-17,0,",,7,0730",0,",,7,0730",0,",,7,0730",55,",,7",34,",,7",35,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-04-18,0,",,7,0730",0,",,7,0730",0,",,7,0730",61,",,7",35,",,7",39,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-04-19,0,"T,,7,0730",0,",,7,0730",0,",,7,0730",61,",,7",38,",,7",42,",,7,0730",,,,,,,,,,,1,",,7"
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-04-20,0,"T,,7,0730",0,",,7,0730",0,",,7,0730",64,",,7",36,",,7",36,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-04-21,0.34,",,7,0730",2.5,",,7,0730",1,",,7,0730",38,",,7",26,",,7",26,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-04-22,0,"T,,7,0730",0,"T,,7,0730",0,",,7,0730",43,",,7",22,",,7",25,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-04-23,0,"T,,7,0730",0,"T,,7,0730",0,",,7,0730",50,",,7",25,",,7",31,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-04-24,0,",,7,0730",0,",,7,0730",0,",,7,0730",62,",,7",31,",,7",40,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-04-25,0.04,",,7,0730",0,",,7,0730",0,",,7,0730",57,",,7",40,",,7",46,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-04-26,0,",,7,0730",0,",,7,0730",0,",,7,0730",54,",,7",31,",,7",35,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-04-27,0,",,7,0730",0,",,7,0730",0,",,7,0730",56,",,7",35,",,7",41,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-04-28,0,",,7,0730",0,",,7,0730",0,",,7,0730",82,",,7",41,",,7",62,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-04-29,0.08,",,7,0730",0,",,7,0730",0,",,7,0730",79,",,7",49,",,7",49,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-04-30,0.17,",,7,0730",0,",,7,0730",0,",,7,0730",51,",,7",41,",,7",43,",,7,0730",1,",,7",,,,,,,,,1,",,7"
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-05-01,0.05,",,7,0730",0,",,7,0730",0,",,7,0730",56,",,7",27,",,7",28,",,7,0730",,,,,,,,,,,1,",,7"
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-05-02,0,"T,,7,0730",0,",,7,0730",0,",,7,0730",67,",,7",28,",,7",61,",,7,0730",,,,,,,,,,,1,",,7"
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-05-03,0.18,",,7,0730",0,",,7,0730",0,",,7,0730",82,",,7",55,",,7",56,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-05-04,0.18,",,7,0730",0,",,7,0730",0,",,7,0730",61,",,7",56,",,7",60,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-05-05,0.01,",,7,0730",0,",,7,0730",0,",,7,0730",62,",,7",41,",,7",41,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-05-06,0,",,7,0730",0,",,7,0730",0,",,7,0730",57,",,7",32,",,7",38,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-05-07,0.18,",,7,0730",0,",,7,0730",0,",,7,0730",55,",,7",37,",,7",39,",,7,0730",1,",,7",1,",,7",,,1,",,7",,,1,",,7"
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-05-08,0.06,",,7,0730",0,"T,,7,0730",0,",,7,0730",58,",,7",36,",,7",37,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-05-09,0,",,7,0730",0,",,7,0730",0,",,7,0730",58,",,7",37,",,7",44,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-05-10,0.23,",,7,0730",0,",,7,0730",0,",,7,0730",49,",,7",33,",,7",37,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-05-11,0,"T,,7,0730",0,",,7,0730",0,",,7,0730",57,",,7",35,",,7",37,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-05-12,0,"T,,7,0730",0,",,7,0730",0,",,7,0730",55,",,7",35,",,7",41,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-05-13,0,",,7,0730",0,",,7,0730",0,",,7,0730",65,",,7",33,",,7",40,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-05-14,0,",,7,0730",0,",,7,0730",0,",,7,0730",70,",,7",36,",,7",43,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-05-15,0,",,7,0730",0,",,7,0730",0,",,7,0730",73,",,7",38,",,7",42,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-05-16,0.13,",,7,0730",0,",,7,0730",0,",,7,0730",74,",,7",42,",,7",51,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-05-17,0.01,",,7,0730",0,",,7,0730",0,",,7,0730",73,",,7",44,",,7",48,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-05-18,0,",,7,0730",0,",,7,0730",0,",,7,0730",77,",,7",44,",,7",47,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-05-19,0,",,7,0730",0,",,7,0730",0,",,7,0730",79,",,7",47,",,7",54,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-05-20,0,",,7,0730",0,",,7,0730",0,",,7,0730",84,",,7",54,",,7",60,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-05-21,0,",,7,0730",0,",,7,0730",0,",,7,0730",87,",,7",56,",,7",58,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-05-22,0,",,7,0730",0,",,7,0730",0,",,7,0730",87,",,7",58,",,7",64,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-05-23,0,"T,,7,0730",0,",,7,0730",0,",,7,0730",86,",,7",64,",,7",71,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-05-24,0.37,",,7,0730",0,",,7,0730",0,",,7,0730",87,",,7",55,",,7",57,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-05-25,0,"T,,7,0730",0,",,7,0730",0,",,7,0730",83,",,7",57,",,7",65,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-05-26,0.02,",,7,0730",0,",,7,0730",0,",,7,0730",87,",,7",65,",,7",67,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-05-27,0.31,",,7,0730",0,",,7,0730",0,",,7,0730",76,",,7",46,",,7",47,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-05-28,0.27,",,7,0730",0,",,7,0730",0,",,7,0730",68,",,7",42,",,7",44,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-05-29,0.55,",,7,0730",0,",,7,0730",0,",,7,0730",45,",,7",37,",,7",39,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-05-30,0,",,7,0730",0,",,7,0730",0,",,7,0730",64,",,7",34,",,7",38,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-05-31,0,",,7,0730",0,",,7,0730",0,",,7,0730",72,",,7",38,",,7",50,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-06-01,0,",,7,0730",0,",,7,0730",0,",,7,0730",74,",,7",47,",,7",50,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-06-02,0,",,7,0730",0,",,7,0730",0,",,7,0730",77,",,7",50,",,7",55,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-06-03,0.48,",,7,0730",0,",,7,0730",0,",,7,0730",68,",,7",55,",,7",61,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-06-04,0,"T,,7,0730",0,",,7,0730",0,",,7,0730",81,",,7",58,",,7",63,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-06-05,0,"T,,7,0730",0,",,7,0730",0,",,7,0730",86,",,7",60,",,7",65,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-06-06,0,",,7,0730",0,",,7,0730",0,",,7,0730",86,",,7",61,",,7",65,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-06-07,0,",,7,0730",0,",,7,0730",0,",,7,0730",89,",,7",65,",,7",71,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-06-08,0,"T,,7,0730",0,",,7,0730",0,",,7,0730",83,",,7",67,",,7",70,",,7,0730",1,",,7",1,",,7",,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-06-09,0.05,",,7,0730",0,",,7,0730",0,",,7,0730",86,",,7",65,",,7",68,",,7,0730",1,",,7",1,",,7",,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-06-10,0,",,7,0730",0,",,7,0730",0,",,7,0730",89,",,7",65,",,7",67,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-06-11,0,",,7,0730",0,",,7,0730",0,",,7,0730",89,",,7",61,",,7",65,",,7,0730",1,",,7",1,",,7",,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-06-12,0.02,",,7,0730",0,",,7,0730",0,",,7,0730",89,",,7",65,",,7",66,",,7,0730",1,",,7",1,",,7",,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-06-13,0.12,",,7,0730",0,",,7,0730",0,",,7,0730",88,",,7",66,",,7",68,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-06-14,0,",,7,0730",0,",,7,0730",0,",,7,0730",82,",,7",59,",,7",61,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-06-15,0,"T,,7,0730",0,",,7,0730",0,",,7,0730",78,",,7",57,",,7",59,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-06-16,0,",,7,0730",0,",,7,0730",0,",,7,0730",75,",,7",44,",,7",49,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-06-17,0,",,7,0730",0,",,7,0730",0,",,7,0730",76,",,7",47,",,7",50,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-06-18,0.18,",,7,0730",0,",,7,0730",0,",,7,0730",85,",,7",50,",,7",62,",,7,0730",1,",,7",1,",,7",,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-06-19,0.3,",,7,0730",0,",,7,0730",0,",,7,0730",82,",,7",62,",,7",68,",,7,0730",1,",,7",1,",,7",,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-06-20,0.18,",,7,0730",0,",,7,0730",0,",,7,0730",78,",,7",60,",,7",63,",,7,0730",1,",,7",1,",,7",,,,,,,1,",,7"
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2021-06-21,1.16,",,7,0730",0,",,7,0730",0,",,7,0730",86,",,7",63,",,7",65,",,7,0730",1,",,7",1,",,7",,,,,,,1,",,7"
